Erma,Fox,erma.fox91@gmail.com,amazon safety safety,"I love working at an amazon warehouse, but with the holidays coming up, I've been working a lot and its probably time to take a break. Well, to quote my nephew Logan, ""I really need to get a life."" So, I am taking my life, or my non - existent life, and creating one. I am joining the Amazon wish list service so I can earn a little money towards my holiday shopping. The options include to be the kind of person who pays for others shipping costs, pay for their own shipping costs, or even donate and earn a credit in return."
Emilio,Butler,emilio.butler450@protonmail.com,amazon overtime due,"Hi, I have a question about my healthcare. What happens if I go to my dentist, my eye doctor or a specialist, and when it comes time to start paying out, they say ""no."" Do I have any recourse? If I go to a private doctor, and they say ""no,"" should I go back to the official state organization and argue?"
Bruce,Roy,bruce.roy505@apple.com,amazon worker complaint,"Did you see about the Google Union? As you know, the Alphabet conglomerate has a reputation for being a bit cheap. Every now and then, the unions come together to push for better working conditions for their workers. Most of these initiatives are unsuccessful but occasionally a fight is won. The only serious change that I know of so far has been an eight-hour day. Google workers came together at lunchtime today for a rally against overworking and unhealthy working conditions at Google."
Grady,Morrison,grady.morrison995@hotmail.com,help worker due,"I have been reading Karl Marx's Capital. My father told me that after I left home that he read Karl Marx's Capital when he was about 15 - 16 years old. He said that he hated Marx in college when the school forced the students to read it because some professor insisted that it was the most important book that we should read before we entered the university. My father didn't have the courage to object, so he just pretended that he read the book because the professor told him that it was the best book that he would ever"
Josh,Singleton,josh.singleton863@gmail.com,amazon help safety,"Hello, I'm concerned about some labor organizing I've seen in the warehouse. I see that they have a very stringent time card system, where they dictate when and how many hours an employee can work. This scares me for several reasons. First of all, I don't know how well I'd be able to meet that time card system, let alone the pressure of potentially being fired for doing so. Secondly, the fact that they hold the time card system above everything else in the store concerns me. They have also established a uniform in my store that gives out points on the time card"
Kimberly,Hill,kimberly.hill719@gmail.com,union need complaint,"My coworkers were telling me that I should get paid more to do what I'm doing now, and some of my friends think that the hours are too crazy. But you know what? After hearing that story, I feel really lucky that I get to work with these amazing people that I don't want to be anywhere else. I hope it lasts! My friends who are teachers. I have several friends who are teachers, and I am so impressed with them every single day. I really feel blessed that they take the time to invest in their students, especially those who aren't performing up to"
Felix,Cannon,felix.cannon652@aol.com,healthcare overtime help,"Can the union help me if I go out for a job where I'm not in the union? You have the right to choose which union to join. The decision to affiliate is an economic one. Many unions offer signing bonuses, recognition, and discounts. Some even have job protections, healthcare benefits, and paid holidays. Learn more about unions and their role in the working world in our guide to unions. What do unions do? Unions do everything from negotiating wages and working conditions to providing health benefits and workplace"
Antonio,Sanchez,antonio.sanchez760@aol.com,healthcare help safety,"Did you see about the Google Union? As you know, the Alphabet conglomerate has a reputation for being a bit cheap. Every now and then, the unions come together to push for better working conditions for their workers. Most of these initiatives are unsuccessful but occasionally a fight is won. The only serious change that I know of so far has been an eight-hour day. Google workers came together at lunchtime today for a rally against overworking and unhealthy working conditions at Google."
Brett,Dean,brett.dean37@hotmail.com,union overtime help,"I love working at an amazon warehouse, but with the holidays coming up, I've been working a lot and its probably time to take a break. Well, to quote my nephew Logan, ""I really need to get a life."" So, I am taking my life, or my non - existent life, and creating one. I am joining the Amazon wish list service so I can earn a little money towards my holiday shopping. The options include to be the kind of person who pays for others shipping costs, pay for their own shipping costs, or even donate and earn a credit in return."
Rebecca,Logan,rebecca.logan823@protonmail.com,help help help,"My coworkers were telling me that I should get paid more to do what I'm doing now, and some of my friends think that the hours are too crazy. But you know what? After hearing that story, I feel really lucky that I get to work with these amazing people that I don't want to be anywhere else. I hope it lasts! My friends who are teachers. I have several friends who are teachers, and I am so impressed with them every single day. I really feel blessed that they take the time to invest in their students, especially those who aren't performing up to"
Bradford,Vargas,bradford.vargas797@hotmail.com,amazon complaint healthcare,"Can the union help me if I go out for a job where I'm not in the union? You have the right to choose which union to join. The decision to affiliate is an economic one. Many unions offer signing bonuses, recognition, and discounts. Some even have job protections, healthcare benefits, and paid holidays. Learn more about unions and their role in the working world in our guide to unions. What do unions do? Unions do everything from negotiating wages and working conditions to providing health benefits and workplace"
Maryann,Hall,maryann.hall281@aol.com,union complaint help,"Did you see about the Google Union? As you know, the Alphabet conglomerate has a reputation for being a bit cheap. Every now and then, the unions come together to push for better working conditions for their workers. Most of these initiatives are unsuccessful but occasionally a fight is won. The only serious change that I know of so far has been an eight-hour day. Google workers came together at lunchtime today for a rally against overworking and unhealthy working conditions at Google."
Whitney,Page,whitney.page707@gmail.com,complaint overtime union,"I'm concerned that the union authorization card that they are giving us, will have the full weight of the California courts behind it and it will be hard to recover from any wrong doing. I'd like to be able to believe that one, but the class action suits that have recently come out against Kodak would be very hard for an employer like BAE to fight. I just hate the fact that I was so happy with this place, only to find out I'm not so happy with it after all. When you look up the definition of the word ""heart,"" you get a whole new meaning."
Mildred,Simpson,mildred.simpson703@apple.com,amazon need union,"Will I need to pay union dues if I want to belong to this club? What if the union falls? What if a Republican becomes president? Even if these things do not happen, if I give up on trying to stop these things from happening, am I still entitled to a share of the gains they produce? Or, am I entitled to none of it? The New Testament tells us of a time when the promise of the resurrection was not true. The chief priests and scribes had bought and sold Jesus to the highest bidder. He was not a Messiah they could depend on."
Patty,Higgins,patty.higgins910@aol.com,healthcare overtime due,"Hi, I have a question about my healthcare. What happens if I go to my dentist, my eye doctor or a specialist, and when it comes time to start paying out, they say ""no."" Do I have any recourse? If I go to a private doctor, and they say ""no,"" should I go back to the official state organization and argue?"
Leslie,Perry,leslie.perry273@aol.com,due need help,"Will I need to pay union dues if I want to belong to this club? What if the union falls? What if a Republican becomes president? Even if these things do not happen, if I give up on trying to stop these things from happening, am I still entitled to a share of the gains they produce? Or, am I entitled to none of it? The New Testament tells us of a time when the promise of the resurrection was not true. The chief priests and scribes had bought and sold Jesus to the highest bidder. He was not a Messiah they could depend on."
Angela,Manning,angela.manning823@outlook.com,complaint worker help,"Can the union help me if I go out for a job where I'm not in the union? You have the right to choose which union to join. The decision to affiliate is an economic one. Many unions offer signing bonuses, recognition, and discounts. Some even have job protections, healthcare benefits, and paid holidays. Learn more about unions and their role in the working world in our guide to unions. What do unions do? Unions do everything from negotiating wages and working conditions to providing health benefits and workplace"
Tyler,Torres,tyler.torres381@hotmail.com,complaint need safety,"I'm concerned that the union authorization card that they are giving us, will have the full weight of the California courts behind it and it will be hard to recover from any wrong doing. I'd like to be able to believe that one, but the class action suits that have recently come out against Kodak would be very hard for an employer like BAE to fight. I just hate the fact that I was so happy with this place, only to find out I'm not so happy with it after all. When you look up the definition of the word ""heart,"" you get a whole new meaning."
Alvin,Miller,alvin.miller63@apple.com,union worker due,"Will I need to pay union dues if I want to belong to this club? What if the union falls? What if a Republican becomes president? Even if these things do not happen, if I give up on trying to stop these things from happening, am I still entitled to a share of the gains they produce? Or, am I entitled to none of it? The New Testament tells us of a time when the promise of the resurrection was not true. The chief priests and scribes had bought and sold Jesus to the highest bidder. He was not a Messiah they could depend on."
Bert,West,bert.west205@apple.com,complaint need help,"Hi, I have a question about my healthcare. What happens if I go to my dentist, my eye doctor or a specialist, and when it comes time to start paying out, they say ""no."" Do I have any recourse? If I go to a private doctor, and they say ""no,"" should I go back to the official state organization and argue?"
Yvonne,Barrett,yvonne.barrett127@apple.com,amazon help due,"Can the union help me if I go out for a job where I'm not in the union? You have the right to choose which union to join. The decision to affiliate is an economic one. Many unions offer signing bonuses, recognition, and discounts. Some even have job protections, healthcare benefits, and paid holidays. Learn more about unions and their role in the working world in our guide to unions. What do unions do? Unions do everything from negotiating wages and working conditions to providing health benefits and workplace"
Orville,Doyle,orville.doyle214@gmail.com,amazon overtime union,"How much would union dues be? That's not for you to decide, not if you're a conservative. If you're a liberal, you might be taking a hit in the wallet because unions help raise the public - sector minimum wage. Read it as an attack on unions as a whole. The part of the op - ed that angered me the most was its rhetoric about privatization of health care. Again, it's not my decision to make, whether or not to privatize. There are some real problems with Medicare and Medicaid, but fixing those isn't up to the individual"
Sonja,Carpenter,sonja.carpenter928@protonmail.com,amazon help help,"What kind of benefits will the union bring to CUPW? O’Bryan: “As we all know, a union gives the workers a voice and power. It’s important to have that and to use it. We do not want to go back to the bad old days where employees were siloed and didn’t have any input.” Miller: “There are millions of dollars in arbitrations every year. Those are good money. … In the absence of a contract, if there is a strike or lockout, the arbitrator may allow employees to be absent from work. The employer has been saying that employers can’t let"
Elijah,Houston,elijah.houston349@aol.com,healthcare safety due,"What kind of benefits will the union bring to CUPW? O’Bryan: “As we all know, a union gives the workers a voice and power. It’s important to have that and to use it. We do not want to go back to the bad old days where employees were siloed and didn’t have any input.” Miller: “There are millions of dollars in arbitrations every year. Those are good money. … In the absence of a contract, if there is a strike or lockout, the arbitrator may allow employees to be absent from work. The employer has been saying that employers can’t let"
Doyle,Hale,doyle.hale764@apple.com,union safety safety,"I've seen a lot of workers meeting after work, drinking too much, and sometimes being mean to each other. I've also seen too many families who don't have enough to eat. That just makes me sad for everyone. But this new policy just about kills me. While I want everyone to have a good working environment and good benefits, this is taking it a step too far. I think they are overreacting. All it would take is posting a policy that your employees aren't allowed to drink alcohol after work, or drink for hours on end."
Noah,Bowers,noah.bowers127@hotmail.com,due help safety,"Can the union help me if I go out for a job where I'm not in the union? You have the right to choose which union to join. The decision to affiliate is an economic one. Many unions offer signing bonuses, recognition, and discounts. Some even have job protections, healthcare benefits, and paid holidays. Learn more about unions and their role in the working world in our guide to unions. What do unions do? Unions do everything from negotiating wages and working conditions to providing health benefits and workplace"
Guadalupe,Cummings,guadalupe.cummings986@outlook.com,amazon safety due,"Hello, I'm concerned about some labor organizing I've seen in the warehouse. I see that they have a very stringent time card system, where they dictate when and how many hours an employee can work. This scares me for several reasons. First of all, I don't know how well I'd be able to meet that time card system, let alone the pressure of potentially being fired for doing so. Secondly, the fact that they hold the time card system above everything else in the store concerns me. They have also established a uniform in my store that gives out points on the time card"
Adrian,Jenkins,adrian.jenkins984@gmail.com,due need safety,"I've seen a lot of workers meeting after work, drinking too much, and sometimes being mean to each other. I've also seen too many families who don't have enough to eat. That just makes me sad for everyone. But this new policy just about kills me. While I want everyone to have a good working environment and good benefits, this is taking it a step too far. I think they are overreacting. All it would take is posting a policy that your employees aren't allowed to drink alcohol after work, or drink for hours on end."
Annette,Ingram,annette.ingram474@aol.com,healthcare complaint union,"Can the union help me if I go out for a job where I'm not in the union? You have the right to choose which union to join. The decision to affiliate is an economic one. Many unions offer signing bonuses, recognition, and discounts. Some even have job protections, healthcare benefits, and paid holidays. Learn more about unions and their role in the working world in our guide to unions. What do unions do? Unions do everything from negotiating wages and working conditions to providing health benefits and workplace"
Yvette,Lowe,yvette.lowe10@protonmail.com,amazon need complaint,"I have been reading Karl Marx's Capital. My father told me that after I left home that he read Karl Marx's Capital when he was about 15 - 16 years old. He said that he hated Marx in college when the school forced the students to read it because some professor insisted that it was the most important book that we should read before we entered the university. My father didn't have the courage to object, so he just pretended that he read the book because the professor told him that it was the best book that he would ever"
Alex,Moore,alex.moore964@outlook.com,due overtime healthcare,"What will Amazon do with our warehouse if we unionize? We still worry about what Amazon might do. We’ve had—over the years, we have had members whose identities were stolen from a file cabinet, with all their work history. And we’ve had union members who have had to go to court and prove that they are not union supporters, because they were fired for that. So, I mean, we have people whose careers have been destroyed by Amazon in this country. So, you know, we worry about what will happen, but we’ve been trying to organize there."
Rodney,Gonzales,rodney.gonzales604@aol.com,complaint help due,"How much would union dues be? That's not for you to decide, not if you're a conservative. If you're a liberal, you might be taking a hit in the wallet because unions help raise the public - sector minimum wage. Read it as an attack on unions as a whole. The part of the op - ed that angered me the most was its rhetoric about privatization of health care. Again, it's not my decision to make, whether or not to privatize. There are some real problems with Medicare and Medicaid, but fixing those isn't up to the individual"
Erick,Baldwin,erick.baldwin473@protonmail.com,due overtime healthcare,"Yesterday I got a union pamphlet in the mail. It went something like this: Hello, My name is Gail Andris, and I am your union steward. My job is to help you learn about the union and all that we do. I am your voice in the union, and my job is to make sure you get what you deserve! Please help me to do this by showing up at your medical appointments! In return, I will be giving you a little gift, as a token of my gratitude! Did I get nothing from the quote? Did it even go on to explain what the gift was? No, I didn't."
Pat,Tran,pat.tran740@hotmail.com,union complaint due,"Yesterday I got a union pamphlet in the mail. It went something like this: Hello, My name is Gail Andris, and I am your union steward. My job is to help you learn about the union and all that we do. I am your voice in the union, and my job is to make sure you get what you deserve! Please help me to do this by showing up at your medical appointments! In return, I will be giving you a little gift, as a token of my gratitude! Did I get nothing from the quote? Did it even go on to explain what the gift was? No, I didn't."
Jan,Vaughn,jan.vaughn279@hotmail.com,due overtime safety,"If I don't join the union, will amazon allow me to participate? If you can't join the union, does Amazon still offer you the same standard benefits? If you quit your job, does the contract say how long of a notice you have? (On my local library's website, the answer is the first question is something like 90 days.) What is the union's standard procedure for dealing with someone who's refused membership but still has a job with Amazon? If you are threatened with job loss, will the union help you avoid it? Is there any other pressure you"
Owen,Reed,owen.reed191@gmail.com,union safety help,"Hello, I'm concerned about some labor organizing I've seen in the warehouse. I see that they have a very stringent time card system, where they dictate when and how many hours an employee can work. This scares me for several reasons. First of all, I don't know how well I'd be able to meet that time card system, let alone the pressure of potentially being fired for doing so. Secondly, the fact that they hold the time card system above everything else in the store concerns me. They have also established a uniform in my store that gives out points on the time card"
Christine,Mack,christine.mack459@outlook.com,amazon complaint union,"Will I save in union dues if I’m with a team that has strong political voices and does things I agree with? Maybe. Or maybe not. But because I’m the one who has to pay for it, I’m quite confident that I’ll be supporting a political team that I believe in – it’s the most moral way to spend my money, and it’s also the only way to assure that I’m getting all of the benefit of political football without much of the risk. It also turns out that political football is like a lottery. The teams that pick up the most fans are the"
Thomas,Rose,thomas.rose554@protonmail.com,complaint complaint complaint,"I'm concerned that the union authorization card that they are giving us, will have the full weight of the California courts behind it and it will be hard to recover from any wrong doing. I'd like to be able to believe that one, but the class action suits that have recently come out against Kodak would be very hard for an employer like BAE to fight. I just hate the fact that I was so happy with this place, only to find out I'm not so happy with it after all. When you look up the definition of the word ""heart,"" you get a whole new meaning."
Bertha,Reynolds,bertha.reynolds502@outlook.com,healthcare help safety,"I have been reading Karl Marx's Capital. My father told me that after I left home that he read Karl Marx's Capital when he was about 15 - 16 years old. He said that he hated Marx in college when the school forced the students to read it because some professor insisted that it was the most important book that we should read before we entered the university. My father didn't have the courage to object, so he just pretended that he read the book because the professor told him that it was the best book that he would ever"
Donna,Kelly,donna.kelly909@gmail.com,help safety union,"How much would union dues be? That's not for you to decide, not if you're a conservative. If you're a liberal, you might be taking a hit in the wallet because unions help raise the public - sector minimum wage. Read it as an attack on unions as a whole. The part of the op - ed that angered me the most was its rhetoric about privatization of health care. Again, it's not my decision to make, whether or not to privatize. There are some real problems with Medicare and Medicaid, but fixing those isn't up to the individual"
Joe,Ortiz,joe.ortiz354@aol.com,union worker complaint,"Did you see about the Google Union? As you know, the Alphabet conglomerate has a reputation for being a bit cheap. Every now and then, the unions come together to push for better working conditions for their workers. Most of these initiatives are unsuccessful but occasionally a fight is won. The only serious change that I know of so far has been an eight-hour day. Google workers came together at lunchtime today for a rally against overworking and unhealthy working conditions at Google."
Brandon,Buchanan,brandon.buchanan701@hotmail.com,union help union,"Did you see about the Google Union? As you know, the Alphabet conglomerate has a reputation for being a bit cheap. Every now and then, the unions come together to push for better working conditions for their workers. Most of these initiatives are unsuccessful but occasionally a fight is won. The only serious change that I know of so far has been an eight-hour day. Google workers came together at lunchtime today for a rally against overworking and unhealthy working conditions at Google."
Angelina,Mitchell,angelina.mitchell112@protonmail.com,complaint overtime help,"I have been reading Karl Marx's Capital. My father told me that after I left home that he read Karl Marx's Capital when he was about 15 - 16 years old. He said that he hated Marx in college when the school forced the students to read it because some professor insisted that it was the most important book that we should read before we entered the university. My father didn't have the courage to object, so he just pretended that he read the book because the professor told him that it was the best book that he would ever"
Alfonso,White,alfonso.white782@gmail.com,healthcare need healthcare,"My coworkers were telling me that I should get paid more to do what I'm doing now, and some of my friends think that the hours are too crazy. But you know what? After hearing that story, I feel really lucky that I get to work with these amazing people that I don't want to be anywhere else. I hope it lasts! My friends who are teachers. I have several friends who are teachers, and I am so impressed with them every single day. I really feel blessed that they take the time to invest in their students, especially those who aren't performing up to"
Pamela,Sparks,pamela.sparks698@gmail.com,amazon worker safety,"Will I save in union dues if I’m with a team that has strong political voices and does things I agree with? Maybe. Or maybe not. But because I’m the one who has to pay for it, I’m quite confident that I’ll be supporting a political team that I believe in – it’s the most moral way to spend my money, and it’s also the only way to assure that I’m getting all of the benefit of political football without much of the risk. It also turns out that political football is like a lottery. The teams that pick up the most fans are the"
Sidney,Vega,sidney.vega604@outlook.com,union need healthcare,"I'm concerned that the union authorization card that they are giving us, will have the full weight of the California courts behind it and it will be hard to recover from any wrong doing. I'd like to be able to believe that one, but the class action suits that have recently come out against Kodak would be very hard for an employer like BAE to fight. I just hate the fact that I was so happy with this place, only to find out I'm not so happy with it after all. When you look up the definition of the word ""heart,"" you get a whole new meaning."
Derrick,Wood,derrick.wood61@apple.com,complaint safety due,"My coworkers were telling me that I should get paid more to do what I'm doing now, and some of my friends think that the hours are too crazy. But you know what? After hearing that story, I feel really lucky that I get to work with these amazing people that I don't want to be anywhere else. I hope it lasts! My friends who are teachers. I have several friends who are teachers, and I am so impressed with them every single day. I really feel blessed that they take the time to invest in their students, especially those who aren't performing up to"
Omar,Rodriquez,omar.rodriquez199@apple.com,complaint overtime healthcare,"I've seen a lot of workers meeting after work, drinking too much, and sometimes being mean to each other. I've also seen too many families who don't have enough to eat. That just makes me sad for everyone. But this new policy just about kills me. While I want everyone to have a good working environment and good benefits, this is taking it a step too far. I think they are overreacting. All it would take is posting a policy that your employees aren't allowed to drink alcohol after work, or drink for hours on end."
Christy,Davidson,christy.davidson829@aol.com,amazon worker help,"Will I save in union dues if I’m with a team that has strong political voices and does things I agree with? Maybe. Or maybe not. But because I’m the one who has to pay for it, I’m quite confident that I’ll be supporting a political team that I believe in – it’s the most moral way to spend my money, and it’s also the only way to assure that I’m getting all of the benefit of political football without much of the risk. It also turns out that political football is like a lottery. The teams that pick up the most fans are the"
Woodrow,George,woodrow.george976@apple.com,amazon help help,"I'm concerned that the union authorization card that they are giving us, will have the full weight of the California courts behind it and it will be hard to recover from any wrong doing. I'd like to be able to believe that one, but the class action suits that have recently come out against Kodak would be very hard for an employer like BAE to fight. I just hate the fact that I was so happy with this place, only to find out I'm not so happy with it after all. When you look up the definition of the word ""heart,"" you get a whole new meaning."
Phillip,Price,phillip.price919@outlook.com,healthcare safety due,"Who is starting the union at amazon? Joan (from Appletree) runs a team of just five that works on app build system AMS. Joe (from Local Global) runs a team of 80 that builds apps for the Appletree Open Cloud Operating System. They all work in Amazon's corporate headquarters in Seattle. Today's meeting started with an inspirational talk about the history of Local Global's work on Appletree, followed by introductions, a short networking period, then the regular meeting."
Marcia,Parsons,marcia.parsons315@apple.com,help complaint help,"Yesterday I got a union pamphlet in the mail. It went something like this: Hello, My name is Gail Andris, and I am your union steward. My job is to help you learn about the union and all that we do. I am your voice in the union, and my job is to make sure you get what you deserve! Please help me to do this by showing up at your medical appointments! In return, I will be giving you a little gift, as a token of my gratitude! Did I get nothing from the quote? Did it even go on to explain what the gift was? No, I didn't."
Belinda,Strickland,belinda.strickland248@protonmail.com,amazon worker safety,"Hello, I'm concerned about some labor organizing I've seen in the warehouse. I see that they have a very stringent time card system, where they dictate when and how many hours an employee can work. This scares me for several reasons. First of all, I don't know how well I'd be able to meet that time card system, let alone the pressure of potentially being fired for doing so. Secondly, the fact that they hold the time card system above everything else in the store concerns me. They have also established a uniform in my store that gives out points on the time card"
Cody,Arnold,cody.arnold605@aol.com,union need complaint,"I'm concerned that the union authorization card that they are giving us, will have the full weight of the California courts behind it and it will be hard to recover from any wrong doing. I'd like to be able to believe that one, but the class action suits that have recently come out against Kodak would be very hard for an employer like BAE to fight. I just hate the fact that I was so happy with this place, only to find out I'm not so happy with it after all. When you look up the definition of the word ""heart,"" you get a whole new meaning."
Luke,Blair,luke.blair618@protonmail.com,healthcare help healthcare,"Can the union help me if I go out for a job where I'm not in the union? You have the right to choose which union to join. The decision to affiliate is an economic one. Many unions offer signing bonuses, recognition, and discounts. Some even have job protections, healthcare benefits, and paid holidays. Learn more about unions and their role in the working world in our guide to unions. What do unions do? Unions do everything from negotiating wages and working conditions to providing health benefits and workplace"
Dixie,Woods,dixie.woods707@protonmail.com,amazon complaint union,"Hi, I have a question about my healthcare. What happens if I go to my dentist, my eye doctor or a specialist, and when it comes time to start paying out, they say ""no."" Do I have any recourse? If I go to a private doctor, and they say ""no,"" should I go back to the official state organization and argue?"
Abraham,Cox,abraham.cox804@protonmail.com,due worker due,"My coworkers were telling me that I should get paid more to do what I'm doing now, and some of my friends think that the hours are too crazy. But you know what? After hearing that story, I feel really lucky that I get to work with these amazing people that I don't want to be anywhere else. I hope it lasts! My friends who are teachers. I have several friends who are teachers, and I am so impressed with them every single day. I really feel blessed that they take the time to invest in their students, especially those who aren't performing up to"
Darrin,Hart,darrin.hart751@gmail.com,amazon safety complaint,"What will Amazon do with our warehouse if we unionize? We still worry about what Amazon might do. We’ve had—over the years, we have had members whose identities were stolen from a file cabinet, with all their work history. And we’ve had union members who have had to go to court and prove that they are not union supporters, because they were fired for that. So, I mean, we have people whose careers have been destroyed by Amazon in this country. So, you know, we worry about what will happen, but we’ve been trying to organize there."
Ramon,Conner,ramon.conner65@aol.com,union safety union,"Who is starting the union at amazon? Joan (from Appletree) runs a team of just five that works on app build system AMS. Joe (from Local Global) runs a team of 80 that builds apps for the Appletree Open Cloud Operating System. They all work in Amazon's corporate headquarters in Seattle. Today's meeting started with an inspirational talk about the history of Local Global's work on Appletree, followed by introductions, a short networking period, then the regular meeting."
Taylor,Willis,taylor.willis828@apple.com,complaint overtime complaint,"Who is starting the union at amazon? Joan (from Appletree) runs a team of just five that works on app build system AMS. Joe (from Local Global) runs a team of 80 that builds apps for the Appletree Open Cloud Operating System. They all work in Amazon's corporate headquarters in Seattle. Today's meeting started with an inspirational talk about the history of Local Global's work on Appletree, followed by introductions, a short networking period, then the regular meeting."
Marlon,Harper,marlon.harper621@apple.com,healthcare complaint safety,"I have been reading Karl Marx's Capital. My father told me that after I left home that he read Karl Marx's Capital when he was about 15 - 16 years old. He said that he hated Marx in college when the school forced the students to read it because some professor insisted that it was the most important book that we should read before we entered the university. My father didn't have the courage to object, so he just pretended that he read the book because the professor told him that it was the best book that he would ever"
Joanna,Turner,joanna.turner388@apple.com,help safety due,"Will I save in union dues if I’m with a team that has strong political voices and does things I agree with? Maybe. Or maybe not. But because I’m the one who has to pay for it, I’m quite confident that I’ll be supporting a political team that I believe in – it’s the most moral way to spend my money, and it’s also the only way to assure that I’m getting all of the benefit of political football without much of the risk. It also turns out that political football is like a lottery. The teams that pick up the most fans are the"
Michele,Rogers,michele.rogers141@hotmail.com,help overtime complaint,"Who is starting the union at amazon? Joan (from Appletree) runs a team of just five that works on app build system AMS. Joe (from Local Global) runs a team of 80 that builds apps for the Appletree Open Cloud Operating System. They all work in Amazon's corporate headquarters in Seattle. Today's meeting started with an inspirational talk about the history of Local Global's work on Appletree, followed by introductions, a short networking period, then the regular meeting."
Franklin,Allison,franklin.allison129@hotmail.com,amazon safety help,"Yesterday I got a union pamphlet in the mail. It went something like this: Hello, My name is Gail Andris, and I am your union steward. My job is to help you learn about the union and all that we do. I am your voice in the union, and my job is to make sure you get what you deserve! Please help me to do this by showing up at your medical appointments! In return, I will be giving you a little gift, as a token of my gratitude! Did I get nothing from the quote? Did it even go on to explain what the gift was? No, I didn't."
Tracy,Clayton,tracy.clayton866@hotmail.com,union help due,"What will Amazon do with our warehouse if we unionize? We still worry about what Amazon might do. We’ve had—over the years, we have had members whose identities were stolen from a file cabinet, with all their work history. And we’ve had union members who have had to go to court and prove that they are not union supporters, because they were fired for that. So, I mean, we have people whose careers have been destroyed by Amazon in this country. So, you know, we worry about what will happen, but we’ve been trying to organize there."
Tony,Erickson,tony.erickson712@apple.com,complaint safety complaint,"If I don't join the union, will amazon allow me to participate? If you can't join the union, does Amazon still offer you the same standard benefits? If you quit your job, does the contract say how long of a notice you have? (On my local library's website, the answer is the first question is something like 90 days.) What is the union's standard procedure for dealing with someone who's refused membership but still has a job with Amazon? If you are threatened with job loss, will the union help you avoid it? Is there any other pressure you"
Rochelle,Christensen,rochelle.christensen866@protonmail.com,healthcare complaint healthcare,"Hi, I have a question about my healthcare. What happens if I go to my dentist, my eye doctor or a specialist, and when it comes time to start paying out, they say ""no."" Do I have any recourse? If I go to a private doctor, and they say ""no,"" should I go back to the official state organization and argue?"
Reginald,Fleming,reginald.fleming904@gmail.com,union complaint union,"Can the union help me if I go out for a job where I'm not in the union? You have the right to choose which union to join. The decision to affiliate is an economic one. Many unions offer signing bonuses, recognition, and discounts. Some even have job protections, healthcare benefits, and paid holidays. Learn more about unions and their role in the working world in our guide to unions. What do unions do? Unions do everything from negotiating wages and working conditions to providing health benefits and workplace"
Ann,Obrien,ann.obrien802@gmail.com,complaint complaint healthcare,"I love working at an amazon warehouse, but with the holidays coming up, I've been working a lot and its probably time to take a break. Well, to quote my nephew Logan, ""I really need to get a life."" So, I am taking my life, or my non - existent life, and creating one. I am joining the Amazon wish list service so I can earn a little money towards my holiday shopping. The options include to be the kind of person who pays for others shipping costs, pay for their own shipping costs, or even donate and earn a credit in return."
Susie,Dixon,susie.dixon663@hotmail.com,due need due,"I love working at an amazon warehouse, but with the holidays coming up, I've been working a lot and its probably time to take a break. Well, to quote my nephew Logan, ""I really need to get a life."" So, I am taking my life, or my non - existent life, and creating one. I am joining the Amazon wish list service so I can earn a little money towards my holiday shopping. The options include to be the kind of person who pays for others shipping costs, pay for their own shipping costs, or even donate and earn a credit in return."
Pat,Ellis,pat.ellis733@protonmail.com,healthcare overtime help,"Will I save in union dues if I’m with a team that has strong political voices and does things I agree with? Maybe. Or maybe not. But because I’m the one who has to pay for it, I’m quite confident that I’ll be supporting a political team that I believe in – it’s the most moral way to spend my money, and it’s also the only way to assure that I’m getting all of the benefit of political football without much of the risk. It also turns out that political football is like a lottery. The teams that pick up the most fans are the"
Otis,Cross,otis.cross209@outlook.com,amazon help safety,"Hi, I have a question about my healthcare. What happens if I go to my dentist, my eye doctor or a specialist, and when it comes time to start paying out, they say ""no."" Do I have any recourse? If I go to a private doctor, and they say ""no,"" should I go back to the official state organization and argue?"
Jody,Lane,jody.lane730@hotmail.com,complaint overtime healthcare,"Will I save in union dues if I’m with a team that has strong political voices and does things I agree with? Maybe. Or maybe not. But because I’m the one who has to pay for it, I’m quite confident that I’ll be supporting a political team that I believe in – it’s the most moral way to spend my money, and it’s also the only way to assure that I’m getting all of the benefit of political football without much of the risk. It also turns out that political football is like a lottery. The teams that pick up the most fans are the"
Ernesto,Goodwin,ernesto.goodwin380@apple.com,healthcare complaint union,"Who is starting the union at amazon? Joan (from Appletree) runs a team of just five that works on app build system AMS. Joe (from Local Global) runs a team of 80 that builds apps for the Appletree Open Cloud Operating System. They all work in Amazon's corporate headquarters in Seattle. Today's meeting started with an inspirational talk about the history of Local Global's work on Appletree, followed by introductions, a short networking period, then the regular meeting."
Johnnie,Huff,johnnie.huff491@outlook.com,union need safety,"Hi, I have a question about my healthcare. What happens if I go to my dentist, my eye doctor or a specialist, and when it comes time to start paying out, they say ""no."" Do I have any recourse? If I go to a private doctor, and they say ""no,"" should I go back to the official state organization and argue?"
Sue,Pope,sue.pope412@hotmail.com,complaint overtime safety,"Hello, I'm concerned about some labor organizing I've seen in the warehouse. I see that they have a very stringent time card system, where they dictate when and how many hours an employee can work. This scares me for several reasons. First of all, I don't know how well I'd be able to meet that time card system, let alone the pressure of potentially being fired for doing so. Secondly, the fact that they hold the time card system above everything else in the store concerns me. They have also established a uniform in my store that gives out points on the time card"
